cam_id,ip,type,lat,long,status
ACCC8EF190D6,10.55.15.45,LPR_cam,18.7939752,98.953265,
ACCC8EF190E6,10.55.15.46,LPR_cam,,,available
ACCC8EF37EA3,10.55.15.47,LPR_cam,,,
ACCC8EF37E68,10.55.15.48,LPR_cam,,,
ACCC8EF8050E,10.55.15.51,oerview_cam,18.794682,98.953387,available
ACCC8EF8073F,10.55.15.52,oerview_cam,18.793669,98.953396,available
ACCC8EF8075A,10.55.15.61,oerview_cam,18.795659,98.957179,available
ACCC8EF6AE99,10.55.15.62,OMNI,18.796038,98.957135,available
ACCC8EF1D54E,10.55.15.63,LPR_cam,18.796046,98.957057,available
ACCC8EF1D5B4,10.55.15.64,LPR_cam,18.796089,98.957292,available
ACCC8EF190F1,10.55.15.65,LPR_cam,18.795882,98.957305,available
ACCC8EF37E6B,10.55.15.66,LPR_cam,18.795753,98.957192,available
ACCC8EF80777,10.55.15.71,oerview_cam,18.798011,98.957357,available
ACCC8EF8079E,10.55.15.72,oerview_cam,18.797727,98.957323,available
ACCC8EF807AE,10.55.15.73,oerview_cam,18.797451,98.957342,available
ACCC8EF8091F,10.55.15.74,oerview_cam,18.797177,98.957332,available
ACCC8EF8023A,10.55.15.75,oerview_cam,18.796719,98.957303,available
ACCC8EF802A3,10.55.15.81,oerview_cam,18.796480,98.954231,available
ACCC8EF804AE,10.55.15.82,oerview_cam,18.796253,98.954628,available
ACCC8EF808F8,10.55.15.83,oerview_cam,18.796043,98.955982,available
ACCC8EF7F2C0,10.55.15.91,oerview_cam,18.792660,98.957502,available
ACCC8EF8098C,10.55.15.92,oerview_cam,18.792646,98.957177,available
ACCC8EE88867,10.55.15.151,oerview_cam,18.793464083865103,98.95454565542435,available
ACCC8EF37E9E,10.55.15.152,LPR_cam,,,available
ACCC8EF37E7B,10.55.15.153,LPR_cam,,,available
Tiandy,10.55.15.161,oerview_cam,,,available
Tiandy,10.55.15.162,oerview_cam,,,available
B8A44F07DE52,10.55.15.163,LPR_cam,,,available
B8A44F07DDFD,10.55.15.164,LPR_cam,,,available
B8A44F07DE68,10.55.15.165,LPR_cam,,,available
B8A44F199D44,10.55.15.171,oerview_cam,18.792661712169895,98.95759377380786,available
B8A44F14EAC5,10.55.15.172,LPR_cam,,,available
B8A44F199C87,10.55.15.173,oerview_cam,18.7925648184608,98.95777661159202,available
B8A44F14EB20,10.55.15.174,LPR_cam,,,available
,10.55.15.181,oerview_cam,18.79695858470804,98.9521686368731,available
,10.55.15.182,oerview_cam,18.797022089913245,98.9521450671719,available
,10.55.15.183,oerview_cam,18.796805828846065,98.95239889472309,available
,10.55.15.184,oerview_cam,18.796819559715736,98.9525113040672,available
,10.55.15.185,oerview_cam,18.796752621715523,98.95303708970896,available
,10.55.15.186,oerview_cam,18.796749188996852,98.95309510743495,available
,10.55.15.187,oerview_cam,18.796848737810055,98.95227923316324,available
,10.55.15.188,oerview_cam,18.796989479135185,98.95228104621718,available
,10.55.15.189,oerview_cam,,,available
,10.55.15.190,oerview_cam,,,available
,10.55.15.191,oerview_cam,18.797202307256995,98.95302983749322,available
,10.55.15.192,oerview_cam,18.797222903512555,98.95308785521918,available
,10.55.15.193,oerview_cam,18.79728812497192,98.9531132379743,available
ACCC8EE8767D,10.55.16.11,oerview_cam,,,
ACCC8EF37E6F,10.55.16.12,LPR_cam,,,
ACCC8EF37E64,10.55.16.13,LPR_cam,,,
ACCC8EE88867,10.55.16.14,oerview_cam,,,
ACCC8EF37E75,10.55.16.15,LPR_cam,,,
ACCC8EF37E80,10.55.16.16,LPR_cam,,,
404756333731050006,10.55.16.17,deep_learn_cam,18.757414886435356,98.94196543148495,
404756333731051030,10.55.16.18,deep_learn_cam,18.757391015418815,98.94219389667583,
044000075910010010,10.55.16.22,LPR_cam,,,
404756333730051069,10.55.16.23,deep_learn_cam,,,
404756333730053072,10.55.16.24,deep_learn_cam,18.75778861676876,98.9282301485272,
044000075913010007,10.55.16.31,LPR_cam,,,
044000075913010008,10.55.16.33,LPR_cam,,,
404756333730050120,10.55.16.34,deep_learn_cam,18.762175590895538,98.92742276810098,
404756333731054001,10.55.16.35,deep_learn_cam,18.762204124889546,98.92743783576752,
044000075831010023,10.55.16.41,LPR_cam,,,
044000075906010016,10.55.16.42,LPR_cam,,,
404756333731054012,10.55.16.44,deep_learn_cam,18.765823989744497,98.93895327882849,
B8A44F5C8F88,10.55.16.45,LPR_cam,,,
B8A44F5C8EDE,10.55.16.46,LPR_cam,,,
404756333731051006,10.55.16.48,deep_learn_cam,18.76477663043602,98.93968567816677,
404756333730051078,10.55.16.49,deep_learn_cam,18.766040411979024,98.93859294767988,
404756333731053005,10.55.16.71,deep_learn_cam,18.764840661695338,98.93959946503706,
044636637722100022,10.55.16.72,oerview_cam,18.763791825709813,98.93603472567828,
404756333730050092,10.55.16.51,deep_learn_cam,18.764129658959668,98.93050723795353,
404756333731051017,10.55.16.52,deep_learn_cam,18.762077523944956,98.9273041899049,
B8A44F5C901A,10.55.16.53,LPR_cam,,,
B8A44F5C8FAD,10.55.16.54,LPR_cam,,,
044636637722100032,10.55.16.61,oerview_cam,18.76180454716708,98.93343574074962,
B8A44F5C8FDB,10.55.16.62,LPR_cam,,,
B8A44F5C8F1A,10.55.16.63,LPR_cam,,,
044636637708100130,10.55.16.64,oerview_cam,18.761464740468043,98.93223931666334,
B8A44F5C8FA2,10.55.16.65,LPR_cam,,,
B8A44F5C8FC8,10.55.16.66,LPR_cam,,,
044636637721100073,10.55.16.81,oerview_cam,18.763814088373692,98.9387878188168,
044636637722100010,10.55.16.82,oerview_cam,18.763639498940524,98.938135871418,
404756333730050113,10.55.16.83,deep_learn_cam,18.76364755874025,98.9375478371909,
404756333731051005,10.55.16.84,deep_learn_cam,18.76373959911678,98.9367940173893,
044636637722100039,10.55.16.85,oerview_cam,18.763647,98.9359286,
044636637707100062,10.55.16.86,oerview_cam,18.763713,98.935784,
044636637708100094,10.55.16.87,oerview_cam,18.761830,98.933401,
044636637722100015,10.55.16.88,oerview_cam,18.7618666,98.9341277,
044636637707100154,10.55.16.89,oerview_cam,18.762078,98.933835,
404756333730051046,10.55.16.90,deep_learn_cam,18.761172,98.935396,
B8A44F5C8A3C,10.55.16.91,LPR_cam,,,
B8A44F5C8FE3,10.55.16.92,LPR_cam,,,
B8A44F5C898D,10.55.16.93,LPR_cam,,,
404756333731054016,10.55.16.94,deep_learn_cam,18.761255,98.935277,
B8A44F8F9830,10.55.16.95,LPR_cam,,,
B8A44F5C8F96,10.55.16.96,LPR_cam,,,
B8A44F5C8FA8,10.55.16.97,LPR_cam,,,
404756333731054017,10.55.16.98,deep_learn_cam,18.761104,98.935905,
404756333731054004,10.55.16.99,deep_learn_cam,18.760868,98.935863,
044636637707100157,10.55.16.100,oerview_cam,18.757738,98.937521,
404756333731054008,10.55.16.101,deep_learn_cam,,,
B8A44F5C8FF5,10.55.16.102,LPR_cam,,,
044636637708100074,10.55.16.103,oerview_cam,18.758521,98.940070,
044636637708100070,10.55.16.104,oerview_cam,18.758732,98.940173,
404756333730050095,10.55.16.105,deep_learn_cam,,,
404756333731051018,10.55.16.106,deep_learn_cam,,,
044636637708100097,10.55.16.107,oerview_cam,18.758166,98.941401,
044636637708100096,10.55.16.108,oerview_cam,,,
044515907509140028,10.55.18.14,PLA,,,
044515907510140118,10.55.18.15,PLA,,,
044515907510140096,10.55.18.16,PLA,18.794618,98.963197,
044515907509140014,10.55.18.17,PLA,18.794100,98.964412,
044515907509140012,10.55.18.18,PLA,,,
044515907511140005,10.55.18.19,PLA,18.794649,98.962877,
044515907511140009,10.55.18.20,PLA,18.794649,98.962877,
044515907509140032,10.55.18.21,PLA,18.794844,98.962758,
044515907509140031,10.55.18.22,PLA,18.794351,98.964127,
044515907514140058,10.55.18.23,PLA,18.794268,98.964298,
044515907510140089,10.55.18.24,PLA,18.794435,98.964881,
044515907509140026,10.55.18.25,PLA,18.794381,98.965063,
044515907509140010,10.55.18.26,PLA,,,
044515907510140085,10.55.18.27,PLA,,,
044515907510140080,10.55.18.28,PLA,18.794225,98.964542,
044515907510140008,10.55.18.29,PLA,18.794094,98.964892,
044515907509140019,10.55.18.30,PLA,,,
044515907509140003,10.55.18.31,PLA,18.794254,98.964937,
044515907509140011,10.55.18.12,PLA,,,
044515907511140014,10.55.18.13,PLA,18.794402,98.963598,
B8A44F0A91EA,10.55.18.32,oerview_cam,18.794503,98.963716,
B8A44F0A92A5,10.55.18.33,oerview_cam,18.794693,98.963650,
B8A44F113775,10.55.18.34,oerview_cam,18.794601,98.963872,
ACCC8EFCD797,10.55.18.41,LPR_cam,,,
ACCC8EFCD7B2,10.55.18.42,LPR_cam,,,
B8A44F199D11,10.55.18.43,oerview_cam,18.794447,98.963714,
B8A44F199D4A,10.55.18.44,oerview_cam,18.794454,98.963675,
,10.55.20.11,oerview_cam,,,
,10.55.20.12,LPR_cam,,,
,10.55.20.13,oerview_cam,,,
,10.55.20.14,LPR_cam,,,
,10.55.20.15,oerview_cam,18.791292,98.963965,
,10.55.20.16,LPR_cam,18.791292,98.963965,
,10.55.20.17,oerview_cam,,,
,10.55.20.18,LPR_cam,,,
044636637722100017,10.55.13.181,,18.797049,98.959423,
044636637722100044,10.55.13.182,,18.797042,98.959781,
044636637721100126,10.55.13.183,,18.797042,98.959781,
044636637722100026,10.55.13.184,,18.797044,98.959944,
044636637708100083,10.55.13.185,,18.797199,98.959390,
044636637722100042,10.55.13.186,,18.797202,98.959643,
044636637722100006,10.55.13.187,,18.796903,98.959808,
044636637708100151,10.55.13.188,,,,
044636637722100014,10.55.13.189,,18.796870,98.960046,
044636637603100003,10.55.13.190,,18.796859,98.960221,
044636637722100045,10.55.13.192,,18.796904,98.960442,
044636637603100193,10.55.13.193,,18.796897,98.960476,
044636637603100194,10.55.13.194,,18.797029,98.960349,
044636637707100064,10.55.13.195,,18.797034,98.960115,
044636637708100066,10.55.13.196,,18.797034,98.960115,
044636637707100182,10.55.13.197,,18.797032,98.960197,
044636637722100046,10.55.13.198,,18.797203,98.960045,
044636637722100043,10.55.13.199,,18.797197,98.960290,
044636637602100155,10.55.13.200,,18.797103,98.960449,
404756333731054006,10.55.13.191,,18.796852,98.960194,
,,,,,
2,Main,deep_learn_cam_traf,18.808183,,
3,,deep_learn_cam_traf,18.806356,98.95378,
4,,deep_learn_cam,18.805984,98.953206,
5,,deep_learn_cam,18.805155,98.95469,
6,,deep_learn_cam,18.80504,98.95029,
7,Main,deep_learn_cam,18.803836,,
8,Main,overview_cam,18.807629,,
9,,overview_cam,18.807516,98.955187,
10,,overview_cam,18.807516,98.955224,
11,Main,overview_cam,18.805877,,
12,,overview_cam,18.806273,98.952781,
13,,overview_cam,18.806268,98.951817,
14,Main,overview_cam,18.80637,,
15,,overview_cam,18.80526,98.951075,
16,,overview_cam,18.8049122,98.94973832,
17,,overview_cam,18.804944,98.949117,
18,,overview_cam,18.804845,98.949111,
19,,overview_cam,18.804148,98.948762,
20,,overview_cam,18.80435,98.947747,
21,Main,deep_learn_cam,18.80439,,
22,Main,deep_learn_cam,18.803812,,
23,Main,deep_learn_cam,18.802634,,
24,Main,deep_learn_cam,18.80323427,,
25,Main,deep_learn_cam,18.80117,,
26,,deep_learn_cam,18.800385,98.951495,
27,Main,overview_cam,18.803767,,
28,Main,overview_cam,18.803794,,
29,,overview_cam,18.80277,98.951102,
30,,overview_cam,18.803369,98.94942,
31,,overview_cam,18.801164,98.951323,
32,,overview_cam,18.801036,98.950703,
33,,overview_cam,18.801089,98.950618,
34,,overview_cam,18.802314,98.948368,
35,Main,deep_learn_cam_traf,18.799574,,
36,Main,deep_learn_cam_traf,18.799446,,
37,,deep_learn_cam_traf,18.79875,98.953192,
38,,deep_learn_cam,18.798782,98.952409,
39,Main,deep_learn_cam,18.799177,,
40,,deep_learn_cam,18.79893,98.951904,
41,Main,deep_learn_cam,18.799327,,
42,,deep_learn_cam,18.79880452,98.95133071,
43,Main,deep_learn_cam,18.79872832,,
44,Main,deep_learn_cam,18.79869228,,
45,,LPR_cam,18.79883247,98.95827554,
46,Main,LPR_cam,18.79887584,,
47,,LPR_cam,18.79865155,98.95858838,
48,,overview_cam,18.80083063,98.95609469,
49,,overview_cam,18.80008309,98.95582419,
50,Main,overview_cam,18.79965203,,
51,,overview_cam,18.79874498,98.95514349,
52,,overview_cam,18.79850279,98.95515264,
53,,overview_cam,18.79794442,98.95589913,
54,,overview_cam,18.79798842,98.9559427,
55,,overview_cam,18.79871281,98.95436271,
56,,overview_cam,18.79765763,98.95335906,
57,,overview_cam,18.79749654,98.95336691,
58,,overview_cam,18.7981178,98.95130389,
59,,overview_cam,18.79809406,98.95127436,
60,,overview_cam,18.79873,98.95088022,
61,,overview_cam,18.7987131,98.95072547,
62,,overview_cam,18.79813554,98.95024631,
63,Main,overview_cam,18.79796932,,
64,Main,deep_learn_cam_traf,18.79895774,,
65,Main,deep_learn_cam_traf,18.79594976,,
66,Main,deep_learn_cam_traf,18.79562506,,
67,Main,deep_learn_cam_traf,18.79531117,,
68,,overview_cam,18.79752636,98.95845939,
69,,overview_cam,18.79742787,98.9584505,
70,,deep_learn_cam_traf,18.79600277,98.95894405,
71,Main,deep_learn_cam_traf,18.79577804,,
72,Main,deep_learn_cam_traf,18.79606422,,
73,Main,deep_learn_cam_traf,18.79612227,,
74,,deep_learn_cam_traf,18.79181123,98.95873116,
75,,deep_learn_cam_traf,18.79177562,98.95893536,
76,,deep_learn_cam,18.79451255,98.95880101,
77,Main,deep_learn_cam,18.79308304,,
78,Main,LPR_cam,18.79616202,,
79,Main,LPR_cam,18.79583644,,
80,,LPR_cam,18.79599923,98.95877955,
81,,LPR_cam,18.79607554,98.95886553,
82,,LPR_cam,18.79576522,98.95897301,
83,,overview_cam,18.79582118,98.9573179,
84,,overview_cam,18.79443238,98.95710295,
85,,overview_cam,18.79424415,98.9572158,
86,,overview_cam,18.79522089,98.95880105,
87,,deep_learn_cam_traf,18.79631463,98.95569504,
88,,deep_learn_cam_traf,18.79629429,98.95419577,
89,,deep_learn_cam_traf,18.79671652,98.95286309,
90,,deep_learn_cam_traf,18.79586696,98.95315327,
91,Main,deep_learn_cam_traf,18.79496145,,
92,Main,deep_learn_cam_traf,18.79358896,,
93,Main,deep_learn_cam_traf,18.79355348,,
94,,deep_learn_cam,18.7969806,98.9501762,
95,,deep_learn_cam,18.79678193,98.95115429,
96,,LPR_cam,18.79710476,98.95023241,
97,,LPR_cam,18.7971225,98.95041978,
98,Main,LPR_cam,18.79690255,,
99,,LPR_cam,18.79690255,98.9502399,
100,,LPR_cam,18.79693448,98.95118052,
101,Main,LPR_cam,18.79676419,,
102,,LPR_cam,18.7967571,98.95115429,
103,Main,overview_cam,18.79678193,,
104,Main,overview_cam,18.7965336,,
105,Main,overview_cam,18.79333006,,
106,,overview_cam,18.79345068,98.95584614,
107,Mae-hia,overview_cam,18.75739905563458,98.9419837906455,
108,Mae-hia,overview_cam,18.75713957065876,98.94222789296231,
109,Mae-hia,overview_cam,18.758179964672024,98.9414610442742,
110,Mae-hia,overview_cam,18.758776103163896,98.94015444976422,
111,Mae-hia,overview_cam,18.758580112659278,98.9399259035298,
112,,overview_cam,18.75687743554915,98.93911521122473,
113,,LPR_cam,18.76147936629803,98.93551977051628,
114,,LPR_cam,18.761349851639068,98.93545463601632,
115,,LPR_cam,18.76108465464617,98.93535693426634,
116,,LPR_cam,18.761041483003204,98.93516153076642,
117,,LPR_cam,18.76117099789893,98.93516804421643,
118,,LPR_cam,18.761405357933654,98.93529179976638,
119,Mae-hia,overview_cam,18.761195667391597,98.93539601496634,
120,Mae-hia,overview_cam,18.761263508477857,98.9352462056164,
121,Mae-hia,overview_cam,18.761874077026253,98.93432780916676,
122,Mae-hia,overview_cam,18.76194808518497,98.93418451326681,
123,,overview_cam,18.762120770762355,98.9334550068671,
124,,LPR_cam,18.761880054252433,98.93247822855301,
125,,LPR_cam,18.761837102346092,98.93221739534445,
126,,LPR_cam,18.760784777224043,98.93234781194874,
127,,LPR_cam,18.760580754246718,98.93230244965159,
128,,overview_cam,18.760763301132783,98.93212667075018,
129,Mae-hia,overview_cam,18.757757211823023,98.92803197786695,
130,,overview_cam,18.75749783912814,98.92792594377808,
131,Mae-hia,overview_cam,18.76203262046889,98.92724555837493,
132,Mae-hia,overview_cam,18.76206608701101,98.92753715211862,
133,Mae-hia,overview_cam,18.764283232365543,98.93035589165301,
134,,overview_cam,18.764258132770685,98.93070933861594,
135,Mae-hia,overview_cam,18.761438587796967,98.93222032438509,
136,,overview_cam,18.761120653957214,98.93516277035152,
137,Mae-hia,overview_cam,18.763756140096625,98.9357813025389,
138,Mae-hia,overview_cam,18.76380633943203,98.93604638776111,
139,Mae-hia,overview_cam,18.763630641692714,98.93812288866836,
140,Mae-hia,overview_cam,18.76384817220013,98.93852051650167,
141,,LPR_cam,18.765621872020326,98.93909486781645,
142,,LPR_cam,18.765948163842737,98.93883861877372,
143,,LPR_cam,18.765789201248218,98.93860887824779,
144,Mae-hia,overview_cam,18.764743390969564,98.93973107235513,
145,Mae-hia,overview_cam,18.765822667070033,98.93898883373296,
146,,overview_cam,18.767378820450293,98.93655004968869,
147,,deep_learn_cam,18.80335071876899,98.9532860074706,
148,,LPR_cam,18.803841621901693,98.95517934745001,
149,,oerview_cam,18.805581290778136,98.95553551129159,
150,,oerview_cam,18.805347772785577,98.95555508958337,
151,,oerview_cam,18.805303293131196,98.95557466787513,
152,,oerview_cam,18.8049548687651,98.95574695684272,
153,,oerview_cam,18.80484737599588,98.95467798211193,
154,,oerview_cam,18.80445817745435,98.95530448745002,
155,,oerview_cam,18.804473004081583,98.95524966823307,
156,,oerview_cam,18.8044692974249,98.95411804296859,
157,,oerview_cam,18.80440257759059,98.95405147677657,
158,,oerview_cam,18.804154231308118,98.95471322303848,
159,,oerview_cam,18.804139404652794,98.95476804225545,
160,,oerview_cam,18.80408751134886,98.95490117463952,
161,,oerview_cam,18.80399729258283,98.95499744070734,
162,,oerview_cam,18.803960225910572,98.95508750084205,
163,,oerview_cam,18.804045479244582,98.95528328374361,
164,,oerview_cam,18.80395749280406,98.95585261913128,
165,,oerview_cam,18.803709604419787,98.95549680298156,
166,,oerview_cam,18.803637697799328,98.95564072861457,
167,,oerview_cam,18.803766372782658,98.95473919444109,
168,,oerview_cam,18.803514699561504,98.9552949073019,
169,,oerview_cam,18.804031291556168,98.95633636917415,
170,,oerview_cam,18.803546868340078,98.95597055819024,
171,,oerview_cam,18.80359417535622,98.95677414297458,
